"No.","Ticker","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (YTD)","Performance (Year)","Performance (3 Years)","Performance (5 Years)","Performance (10 Years)","Volatility (Week)","Volatility (Month)","Average Volume","Relative Volume","Price","Change","Volume"
730,"CEW",0.04%,1.63%,2.57%,1.79%,5.51%,6.87%,12.96%,11.30%,10.15%,0.41%,0.38%,5.01,0.00,19.94,0.00%,0
731,"CF",-0.14%,-1.43%,7.75%,29.20%,62.31%,45.37%,70.60%,177.54%,423.48%,3.93%,3.67%,2583.39,0.01,125.53,-0.14%,937
732,"CFA",-0.03%,0.96%,5.97%,6.05%,12.09%,12.88%,45.17%,37.73%,163.40%,0.47%,0.57%,4.62,0.00,102.01,0.00%,0
733,"CFFI",3.08%,8.06%,22.94%,20.01%,26.16%,27.73%,70.92%,71.37%,115.18%,3.72%,3.15%,18.48,2.29,91.58,-0.01%,2116
734,"CFFN",1.88%,-1.14%,10.90%,16.42%,27.77%,34.90%,50.02%,-18.93%,-20.52%,1.75%,2.21%,811.82,0.07,8.65,-0.12%,2646
735,"CFIT",0.07%,1.31%,-0.79%,-0.10%,3.16%,3.76%,,,,0.37%,0.34%,20.01,0.00,25.93,0.00%,0
736,"CFO",-0.01%,0.98%,5.98%,6.06%,11.99%,12.85%,36.11%,13.95%,117.69%,0.26%,0.50%,4.82,0.00,82.70,0.00%,0
737,"CFR",-0.93%,-2.19%,19.82%,13.32%,28.93%,23.75%,71.57%,40.59%,125.42%,1.73%,1.93%,592.52,0.01,163.27,0.00%,440
738,"CG",-0.83%,5.42%,7.29%,-4.97%,-17.12%,-24.48%,63.41%,0.12%,216.48%,2.43%,3.65%,3738.13,0.00,48.99,0.00%,0
739,"CGAU",-0.56%,37.16%,37.00%,16.38%,62.54%,199.46%,295.89%,199.46%,354.43%,4.32%,4.12%,1617.10,0.01,23.36,-1.49%,484
740,"CGBL",0.84%,4.18%,1.78%,4.83%,8.69%,12.61%,,,,0.35%,0.56%,1862.35,0.36,38.40,0.29%,33164
741,"CGCV",-0.15%,0.36%,3.79%,4.74%,9.51%,13.49%,,,,0.45%,0.63%,329.79,0.00,33.39,0.00%,0
742,"CGDG",0.21%,1.12%,3.76%,2.48%,9.12%,13.91%,,,,0.41%,0.56%,594.86,0.00,38.89,0.00%,0
743,"CGDV",0.86%,3.98%,4.05%,10.34%,15.42%,21.20%,86.76%,,,0.54%,0.78%,3709.27,0.00,50.37,0.18%,11
744,"CGEN",5.71%,25.06%,0.77%,56.50%,83.09%,90.56%,143.59%,-58.31%,-58.93%,7.29%,5.33%,342.09,0.00,2.80,-1.36%,58
745,"CGGE",-0.06%,3.45%,3.23%,6.97%,12.01%,18.22%,,,,0.47%,0.74%,595.55,0.00,35.43,0.00%,0
746,"CGGG",0.09%,3.72%,-2.29%,2.38%,-0.47%,2.43%,,,,0.52%,1.10%,62.62,0.00,28.44,0.00%,0
747,"CGGO",0.07%,4.59%,-0.37%,9.79%,17.14%,23.79%,71.34%,,,0.72%,1.16%,1253.30,0.00,40.59,0.00%,0
748,"CGGR",-0.19%,5.12%,-0.55%,7.65%,5.35%,10.55%,88.30%,,,0.72%,1.13%,2650.03,0.00,46.85,0.00%,0
749,"CGHY",0.30%,0.54%,-0.39%,-0.78%,-0.08%,-0.30%,,,,0.25%,0.28%,68.24,0.00,25.34,0.00%,0
750,"CGIC",0.95%,5.06%,1.31%,2.65%,14.31%,23.64%,,,,0.55%,0.77%,590.20,0.00,37.15,0.00%,0
751,"CGIE",0.70%,5.28%,4.61%,3.22%,9.42%,14.90%,,,,0.46%,0.64%,410.08,0.00,38.10,0.00%,0
752,"CGMM",0.12%,3.11%,4.60%,5.64%,15.05%,17.70%,,,,0.63%,0.92%,812.81,0.00,33.18,0.00%,0
753,"CGNG",1.37%,5.76%,0.57%,5.16%,15.60%,25.16%,,,,0.72%,1.09%,709.14,0.00,36.91,0.00%,0
754,"CGON",0.97%,13.37%,29.03%,39.65%,88.73%,195.92%,,,,2.96%,4.26%,995.08,0.02,78.36,-0.08%,1031
755,"CGOV",0.08%,-0.04%,,,0.36%,,,,,0.05%,0.03%,20.09,0.00,25.10,0.00%,0
756,"CGSD",0.04%,0.12%,-0.27%,-1.38%,-0.96%,-1.11%,2.34%,,,0.10%,0.11%,462.60,0.00,25.76,0.00%,0
757,"CGSM",0.11%,0.14%,-0.03%,-1.16%,0.01%,0.19%,,,,0.13%,0.14%,431.06,0.00,26.34,0.00%,0
758,"CGUI",0.06%,0.00%,0.00%,-0.08%,0.26%,0.06%,,,,0.09%,0.12%,138.80,0.00,25.37,0.00%,0
759,"CGUS",-0.31%,2.94%,2.82%,9.85%,12.28%,16.93%,75.76%,,,0.50%,0.82%,1147.16,0.00,45.17,0.00%,0
760,"CGV",-0.12%,5.47%,-0.64%,-4.48%,10.05%,12.69%,25.90%,,,0.30%,0.47%,13.89,0.00,16.21,0.00%,0
761,"CGVV",0.40%,5.13%,6.91%,12.51%,20.33%,24.43%,,,,0.35%,0.66%,54.62,0.00,32.37,0.00%,0
762,"CGW",0.61%,0.21%,4.50%,-4.43%,4.33%,2.06%,32.47%,12.08%,116.32%,0.58%,0.87%,28.13,0.00,65.74,0.00%,0
763,"CGXU",1.35%,6.96%,2.21%,8.02%,19.02%,24.98%,57.36%,,,0.67%,1.06%,924.87,0.00,35.17,0.00%,0
764,"CHAR",0.09%,0.37%,1.86%,3.89%,4.69%,6.01%,,,,0.16%,0.23%,21.91,0.00,10.94,0.00%,0
765,"CHCI",2.80%,27.76%,20.12%,69.48%,67.73%,14.65%,344.98%,245.57%,982.78%,6.21%,5.85%,32.70,0.00,19.49,0.00%,0
766,"CHCO",1.03%,-0.15%,16.19%,17.79%,21.38%,11.61%,58.90%,88.19%,186.72%,1.35%,1.61%,129.48,0.00,144.68,0.00%,0
767,"CHD",4.52%,1.95%,4.28%,-1.79%,21.42%,9.44%,9.12%,23.09%,105.47%,2.06%,2.28%,1916.45,0.00,101.81,-1.02%,455
768,"CHEC",0.29%,0.79%,1.58%,2.04%,3.01%,,,,,0.00%,0.02%,21.91,0.00,10.27,0.00%,0
769,"CHEF",4.33%,11.81%,45.79%,55.31%,79.70%,77.54%,301.18%,283.20%,889.49%,2.92%,4.06%,595.15,0.00,112.01,0.00%,0
770,"CHMG",-0.96%,-1.38%,17.46%,40.63%,44.91%,52.97%,104.86%,74.08%,168.19%,2.38%,2.44%,56.68,0.00,80.86,0.00%,0
771,"CHNL",12.63%,37.74%,23.57%,,27.48%,,,,,0.62%,0.52%,0.66,0.00,26.43,0.00%,0
772,"CHNU",23.44%,76.22%,31.68%,,35.30%,,,,,4.77%,3.41%,7.32,0.00,28.22,0.00%,0
773,"CHPG",0.38%,0.67%,1.25%,2.14%,2.94%,4.69%,,,,0.14%,0.07%,12.56,0.00,10.49,0.00%,0
774,"CHRI",-0.26%,3.45%,2.08%,10.34%,11.70%,,,,,0.06%,0.28%,1.03,0.00,90.97,0.00%,0
775,"CHYG",0.09%,0.83%,,,0.71%,,,,,0.00%,0.07%,42.30,0.00,25.22,0.00%,0
776,"CHYM",0.24%,48.19%,91.95%,57.03%,31.70%,22.23%,,,,3.53%,5.17%,6780.69,0.00,33.15,0.00%,0
777,"CIB",1.34%,13.41%,42.71%,35.82%,58.80%,101.26%,273.83%,216.15%,156.18%,2.72%,3.33%,361.29,0.00,101.01,0.00%,0
778,"CIBR",3.39%,8.82%,15.46%,51.28%,35.23%,32.16%,112.40%,87.25%,412.85%,2.49%,2.56%,1616.38,0.09,96.62,3.16%,6928
779,"CIR",29.14%,86.46%,,,63.18%,,,,,12.12%,5.32%,1.62,0.00,38.77,0.00%,0
780,"CITR",-0.16%,8.91%,-5.27%,-12.46%,-24.38%,0.83%,21.23%,1625.99%,113048.14%,9.75%,8.43%,39.76,0.00,6.11,0.00%,0
781,"CIVG",-0.00%,-0.04%,,,-0.16%,,,,,0.00%,0.00%,2.70,0.00,25.00,0.00%,0
782,"CIX",3.23%,13.96%,30.93%,31.85%,37.52%,24.51%,63.01%,72.20%,221.87%,3.67%,4.37%,6.80,0.00,32.00,0.00%,0
783,"CJUL",-0.05%,1.94%,,,2.11%,,,,,0.20%,0.17%,1.32,0.00,25.60,0.00%,0
784,"CJUN",-0.12%,2.00%,,,0.98%,,,,,0.00%,0.01%,1.45,0.00,25.39,0.00%,0
785,"CLCG",-0.17%,3.45%,-1.13%,10.20%,6.56%,11.86%,,,,0.40%,0.48%,2.48,0.00,28.77,0.00%,0
786,"CLCV",0.55%,2.76%,6.99%,16.28%,18.56%,24.25%,,,,0.33%,0.41%,2.37,0.00,31.55,0.00%,0
787,"CLH",-3.55%,3.29%,10.93%,9.66%,33.77%,28.38%,84.53%,210.41%,549.15%,2.27%,2.44%,481.08,0.00,313.67,0.00%,0
788,"CLIX",-0.28%,4.74%,1.45%,14.08%,-0.89%,7.49%,67.71%,-14.92%,,0.28%,0.46%,0.68,0.00,59.92,0.00%,0
789,"CLLS",7.89%,20.42%,-5.79%,-18.18%,-29.34%,32.05%,80.00%,-74.44%,-87.12%,6.30%,5.80%,29.91,0.00,3.42,0.00%,0
790,"CLMB",-2.43%,-1.81%,32.39%,19.02%,7.68%,-10.18%,164.97%,299.86%,521.45%,4.01%,4.57%,160.26,0.00,27.67,0.00%,0
791,"CLMT",-2.85%,15.21%,40.23%,61.51%,140.51%,198.69%,180.13%,603.83%,772.08%,4.17%,5.11%,1067.12,0.00,47.79,0.00%,0
792,"CLNK",11.26%,35.00%,21.49%,19.26%,-19.21%,,,,,3.39%,2.84%,23.63,0.00,20.52,0.00%,0
793,"CLOC",-0.04%,-0.02%,-0.32%,-0.18%,-0.06%,,,,,0.08%,0.09%,3.24,0.00,25.05,0.00%,0
794,"CLOD",-0.62%,8.91%,8.49%,28.62%,4.22%,3.45%,,,,0.28%,0.57%,0.91,0.00,33.92,0.00%,0
795,"CLOI",0.09%,0.02%,0.03%,-0.04%,0.27%,-0.21%,1.75%,,,0.10%,0.12%,209.08,0.00,52.95,0.00%,0
796,"CLOO",0.10%,0.08%,0.32%,,0.72%,,,,,0.00%,0.01%,15.72,0.00,25.23,0.00%,0
797,"CLOU",-1.33%,13.09%,23.45%,46.17%,21.49%,24.97%,39.63%,-6.82%,,1.81%,2.70%,378.43,0.00,27.48,0.00%,0
798,"CLOX",0.22%,-0.04%,0.02%,-0.06%,0.29%,-0.10%,1.45%,,,0.22%,0.19%,184.85,0.00,25.58,0.00%,0
799,"CLPT",2.57%,12.66%,42.35%,7.98%,19.66%,53.85%,214.20%,-6.62%,151.85%,6.61%,5.13%,740.17,0.00,16.37,0.00%,0
800,"CLSM",-0.27%,4.48%,-0.15%,11.80%,17.95%,23.84%,39.98%,8.08%,,0.25%,0.39%,11.14,0.00,27.41,0.00%,0
801,"CLST",0.17%,2.90%,9.03%,5.71%,10.41%,35.06%,48.00%,,,1.40%,2.47%,2.80,0.00,17.39,0.00%,0
802,"CLUB",0.33%,6.01%,1.01%,,2.49%,,,,,0.04%,0.29%,2.97,0.00,26.07,0.00%,0
803,"CLYM",-5.05%,33.44%,42.50%,118.97%,304.00%,607.22%,509.81%,-39.68%,,7.53%,7.64%,1338.29,0.01,16.16,0.50%,396
804,"CM",4.49%,4.00%,10.39%,16.51%,33.41%,60.57%,204.64%,108.25%,202.50%,1.86%,1.81%,1342.74,0.00,120.88,2.27%,71
805,"CMAG",-0.83%,5.12%,-2.53%,,-0.12%,,,,,0.55%,0.72%,10.92,0.00,25.62,0.00%,0
806,"CMAY",0.02%,1.37%,2.02%,,2.97%,,,,,0.00%,0.07%,2.75,0.00,25.91,0.00%,0
807,"CMBO",0.09%,0.33%,1.06%,2.04%,2.63%,,,,,0.00%,0.00%,0.34,0.00,103.36,0.00%,0
808,"CMCI",0.29%,6.46%,5.78%,19.91%,28.20%,21.49%,21.17%,,,0.00%,0.05%,0.32,0.00,30.73,0.00%,0
809,"CMCL",0.56%,37.64%,5.65%,-23.14%,-4.28%,2.33%,133.46%,109.27%,273.88%,3.10%,3.70%,243.79,0.03,25.05,0.60%,353
810,"CMDB",4.25%,7.63%,17.48%,8.39%,29.07%,96.74%,,,,5.12%,5.74%,70.64,0.00,19.89,0.00%,0
811,"CMDT",0.62%,6.56%,1.97%,15.09%,23.56%,29.03%,26.28%,,,0.70%,0.74%,65.11,0.00,34.09,0.00%,0
812,"CMDY",0.25%,6.50%,3.64%,15.27%,27.54%,22.68%,19.75%,12.35%,,0.71%,0.71%,76.09,0.00,62.17,0.00%,0
813,"CME",3.16%,5.27%,0.73%,-9.96%,4.34%,5.48%,47.29%,55.97%,221.20%,1.97%,2.17%,3183.14,0.00,279.44,-0.55%,541
814,"CMII",0.20%,0.65%,1.51%,,2.24%,,,,,0.20%,0.17%,167.61,0.00,10.06,0.00%,0
815,"CMT",-3.30%,4.30%,6.01%,29.97%,25.89%,30.98%,-6.41%,77.00%,82.11%,3.89%,5.57%,27.02,0.00,25.24,0.00%,0
816,"CMTV",-0.57%,-0.79%,6.02%,27.21%,62.11%,77.44%,137.35%,103.79%,191.13%,3.65%,4.44%,39.98,0.00,40.35,0.00%,0
817,"CNK",0.57%,6.33%,36.20%,38.85%,59.64%,43.08%,136.46%,115.07%,-2.65%,3.46%,3.43%,2495.00,0.00,37.10,0.00%,100
818,"CNL",0.96%,23.80%,3.56%,-21.76%,7.68%,27.00%,251.30%,552.79%,,5.46%,5.99%,67.52,0.00,15.71,0.00%,0
819,"CNO",2.68%,2.26%,18.05%,29.32%,28.87%,39.44%,136.62%,125.60%,245.74%,1.81%,1.91%,780.04,0.00,54.73,0.00%,0
820,"CNQ",-2.17%,7.47%,8.97%,15.85%,47.48%,59.54%,63.92%,203.26%,219.61%,1.90%,2.16%,7937.03,0.00,49.92,0.57%,62
821,"CNS",2.66%,1.09%,17.56%,23.25%,32.73%,9.24%,33.43%,-2.12%,129.40%,2.60%,2.60%,278.98,0.00,83.33,0.00%,0
822,"CNTB",7.85%,19.95%,3.32%,-2.42%,-12.80%,38.14%,199.87%,-86.43%,,8.56%,6.94%,447.52,0.02,2.46,5.53%,445
823,"CNX",0.67%,5.44%,6.88%,-6.92%,-1.93%,23.54%,65.72%,235.75%,138.46%,2.26%,2.63%,1752.96,0.00,36.06,0.00%,0
824,"CNXN",1.85%,-4.46%,18.49%,30.55%,37.45%,25.34%,52.26%,68.08%,228.92%,2.87%,3.31%,157.71,0.00,79.39,0.00%,0
825,"COAG",-4.78%,4.08%,71.99%,,82.19%,,,,,9.65%,8.53%,338.29,0.00,49.19,0.00%,0
826,"CODA",1.19%,2.92%,-18.06%,-31.06%,9.78%,28.43%,30.23%,16.82%,420.92%,2.74%,3.93%,130.30,0.00,10.21,0.00%,0
827,"COF",1.32%,3.15%,15.11%,3.27%,-11.17%,-4.13%,113.47%,22.46%,212.43%,2.25%,2.17%,4350.65,0.00,215.28,-0.89%,186
828,"COIN",8.23%,16.52%,2.35%,3.02%,-17.51%,-39.63%,151.19%,-28.01%,,6.23%,5.64%,8583.29,0.23,186.53,2.62%,96861
829,"COIX",27.14%,11.12%,,,36.15%,,,,,2.21%,0.89%,0.85,0.00,36.72,0.00%,0
830,"COKE",2.88%,0.32%,10.50%,-3.24%,25.90%,64.37%,183.02%,394.51%,1206.87%,2.75%,3.71%,508.59,0.01,193.00,-0.53%,352
831,"COLA",0.00%,0.37%,-1.92%,2.19%,3.10%,4.79%,,,,0.34%,0.27%,29.89,0.00,10.71,0.00%,0
832,"COLO",-0.80%,9.95%,24.87%,20.51%,38.64%,55.48%,145.46%,75.95%,26.95%,1.64%,1.66%,209.36,0.00,49.41,0.00%,0
833,"COM",0.75%,3.25%,2.97%,10.46%,18.19%,25.80%,17.28%,13.54%,,0.60%,0.47%,114.30,0.00,34.96,0.00%,0
834,"COMB",0.57%,6.75%,3.44%,16.87%,29.01%,30.02%,25.51%,-4.03%,,0.73%,0.74%,58.95,0.00,27.24,0.00%,0
835,"COMD",0.61%,7.48%,4.95%,15.25%,17.57%,,,,,0.20%,0.06%,1.08,0.00,29.25,0.00%,0
836,"CON",0.52%,6.91%,35.47%,49.42%,77.59%,52.89%,,,,2.25%,3.13%,962.94,0.00,34.95,0.00%,0
837,"COOL",2.38%,,,,-0.04%,,,,,0.45%,,4.76,0.00,20.11,0.00%,0
838,"COPA",9.28%,24.47%,14.74%,7.50%,35.35%,88.62%,,,,2.06%,1.47%,2.77,0.00,58.48,0.00%,0
839,"COPJ",5.60%,25.90%,6.99%,-1.25%,21.96%,77.55%,156.81%,,,3.11%,2.65%,78.44,0.02,47.92,-1.03%,77
840,"COPL",-0.10%,0.19%,0.87%,1.84%,2.14%,4.07%,,,,0.38%,0.14%,74.47,0.00,10.49,0.00%,0
841,"COPP",7.99%,25.24%,9.13%,5.35%,33.58%,94.20%,,,,2.90%,2.58%,120.19,0.00,46.50,0.15%,27
842,"COPX",5.68%,24.82%,7.46%,0.62%,32.38%,96.03%,160.87%,159.16%,473.19%,2.57%,2.35%,3169.22,0.05,95.03,-0.53%,8697
843,"COPY",0.38%,2.01%,7.20%,11.00%,23.57%,30.44%,,,,0.59%,0.98%,133.93,0.00,15.94,0.00%,0
844,"COPZ",16.62%,52.04%,10.68%,-19.59%,-3.94%,,,,,7.11%,4.96%,30.90,0.00,20.04,0.00%,0
845,"COR",3.75%,2.48%,21.96%,-10.95%,-3.33%,12.37%,81.91%,172.33%,280.76%,1.98%,2.58%,1503.73,0.00,326.50,-0.39%,19
846,"CORO",0.87%,5.69%,2.48%,5.85%,19.49%,27.86%,,,,0.62%,0.94%,2464.02,0.00,37.13,0.00%,0
847,"CORT",0.66%,27.19%,79.74%,230.76%,244.25%,72.20%,277.56%,467.77%,2078.18%,3.61%,4.24%,1105.48,0.00,119.80,0.00%,0
848,"COSO",1.22%,-1.19%,6.25%,7.89%,17.63%,26.33%,70.94%,64.17%,,2.39%,2.32%,113.11,0.00,27.35,0.00%,0
849,"COST",1.45%,-2.78%,-4.84%,-4.03%,9.82%,-0.27%,81.37%,115.07%,530.80%,1.63%,1.64%,2304.34,0.04,947.00,-0.95%,4124
850,"COWG",-0.16%,6.37%,3.37%,11.64%,12.24%,12.95%,82.46%,,,0.97%,1.41%,268.28,0.00,39.52,0.00%,0
851,"COWS",0.66%,3.32%,14.57%,18.02%,21.70%,27.55%,,,,0.77%,1.23%,7.00,0.00,40.49,0.00%,0
852,"COWZ",0.00%,4.95%,10.20%,10.40%,18.36%,22.90%,43.13%,59.34%,,0.83%,1.13%,951.70,0.00,71.22,-0.89%,2
853,"CP",0.24%,4.13%,4.92%,9.12%,29.11%,23.68%,20.97%,32.34%,210.40%,1.97%,2.15%,2700.66,0.00,95.06,0.37%,120
854,"CPAC",6.58%,2.97%,18.54%,18.99%,19.67%,97.00%,134.11%,125.91%,3.94%,2.48%,2.54%,66.64,0.00,12.47,0.00%,0
855,"CPAI",0.30%,5.14%,4.82%,17.28%,30.65%,41.62%,,,,1.00%,1.25%,68.80,0.00,52.39,0.00%,0
856,"CPAY",-1.69%,3.10%,14.94%,21.22%,34.59%,24.53%,52.70%,54.68%,143.15%,1.94%,2.64%,609.69,0.00,405.02,-0.47%,4
857,"CPBI",0.07%,6.00%,14.52%,17.41%,23.73%,35.06%,,,,0.01%,0.53%,3.01,0.00,20.93,0.00%,0
858,"CPER",1.04%,3.68%,1.79%,8.25%,13.73%,43.75%,71.08%,49.61%,191.24%,1.09%,1.17%,525.23,0.06,39.76,-0.75%,1462
859,"CPHY",0.18%,1.03%,0.91%,0.47%,1.31%,2.94%,,,,0.04%,0.04%,0.68,0.00,51.92,0.00%,0
860,"CPIX",17.25%,69.86%,97.40%,182.13%,190.64%,240.22%,584.47%,319.11%,159.94%,7.84%,8.73%,116.47,0.00,8.97,0.00%,0
861,"CPK",-0.83%,-0.25%,10.88%,1.35%,9.36%,10.19%,22.30%,5.64%,111.24%,1.99%,2.06%,193.61,0.07,136.44,1.69%,677
862,"CPNJ",-0.21%,0.87%,-0.10%,1.54%,2.25%,4.46%,,,,0.21%,0.22%,16.28,0.00,27.60,0.00%,0
863,"CPNM",0.04%,0.98%,0.87%,2.94%,3.71%,6.30%,,,,0.02%,0.04%,0.69,0.00,26.99,0.00%,0
864,"CPNQ",0.15%,1.27%,1.13%,3.89%,4.12%,7.01%,,,,0.10%,0.13%,9.00,0.00,27.65,0.00%,0
865,"CPNS",0.03%,0.69%,1.22%,3.61%,4.24%,6.43%,,,,0.07%,0.13%,2.73,0.00,28.37,0.00%,0
866,"CPRA",0.00%,0.61%,1.36%,4.24%,5.18%,7.84%,,,,0.11%,0.10%,0.87,0.00,27.92,0.00%,0
867,"CPRJ",-0.06%,0.57%,0.79%,2.49%,3.75%,6.04%,,,,0.25%,0.28%,15.68,0.00,27.78,0.00%,0
868,"CPRO",0.02%,0.64%,1.78%,3.89%,5.56%,10.11%,,,,0.07%,0.14%,3.33,0.00,28.46,0.00%,0
869,"CPRY",-0.08%,0.66%,1.49%,3.27%,4.61%,9.97%,,,,0.07%,0.09%,10.02,0.00,28.23,0.00%,0
870,"CPSA",-0.01%,0.69%,1.55%,3.53%,4.28%,6.35%,,,,0.17%,0.18%,8.46,0.00,28.09,0.00%,0
871,"CPSD",0.09%,0.91%,1.50%,3.25%,3.88%,7.11%,,,,0.06%,0.10%,1.54,0.00,27.03,0.00%,0
872,"CPSF",0.00%,0.76%,1.24%,2.73%,3.56%,6.32%,,,,0.06%,0.08%,1.33,0.00,26.50,0.00%,0
873,"CPSJ",0.02%,0.78%,1.38%,3.08%,3.91%,5.86%,,,,0.19%,0.20%,9.34,0.00,27.93,0.00%,0
874,"CPSL",-0.02%,0.66%,1.30%,2.93%,3.83%,5.75%,,,,0.24%,0.27%,40.92,0.00,28.25,0.00%,0
875,"CPSM",0.03%,0.79%,1.03%,2.38%,3.14%,5.13%,,,,0.13%,0.15%,3.33,0.00,29.52,0.00%,0
876,"CPSN",0.11%,0.96%,1.61%,3.56%,4.18%,6.24%,,,,0.16%,0.15%,2.82,0.00,28.03,0.00%,0
877,"CPSO",0.16%,0.80%,1.54%,3.41%,4.16%,5.92%,,,,0.02%,0.11%,1.19,0.00,28.19,0.00%,0
878,"CPSP",0.09%,0.68%,1.09%,3.38%,4.23%,6.25%,,,,0.10%,0.13%,2.31,0.00,27.17,0.00%,0
879,"CPSR",-0.00%,0.67%,1.20%,2.55%,3.55%,6.04%,,,,0.04%,0.13%,0.87,0.00,26.10,0.00%,0
880,"CPST",0.14%,0.54%,1.36%,3.18%,3.91%,5.94%,,,,0.05%,0.09%,1.43,0.00,28.08,0.00%,0
881,"CPSU",-0.12%,0.82%,0.76%,2.22%,2.94%,5.01%,,,,0.09%,0.15%,9.98,0.00,27.88,0.00%,0
882,"CPSY",0.02%,0.80%,1.41%,2.97%,3.57%,6.21%,,,,0.03%,0.11%,1.05,0.00,25.98,0.00%,0
883,"CPTL",-0.65%,2.94%,2.34%,11.43%,12.43%,15.69%,58.81%,48.56%,213.77%,0.31%,0.58%,3.69,0.00,48.82,0.00%,0
884,"CPXR",1.08%,5.84%,1.05%,10.67%,19.95%,82.50%,,,,2.16%,2.09%,15.00,2.69,31.75,-2.16%,2016
885,"CQP",-0.19%,8.80%,12.68%,12.93%,28.40%,26.27%,36.91%,77.77%,169.86%,1.99%,3.00%,131.72,0.00,68.54,0.00%,1
886,"CRAC",-0.20%,0.30%,0.79%,2.00%,2.41%,,,,,0.02%,0.03%,46.18,0.00,10.18,0.00%,0
887,"CRAI",-1.52%,-5.16%,17.51%,6.51%,-14.95%,-12.97%,58.02%,85.35%,544.11%,2.30%,3.89%,155.33,0.00,170.69,0.00%,0
888,"CRAK",-1.80%,11.19%,24.88%,32.71%,58.16%,68.51%,76.76%,116.77%,213.69%,1.84%,1.81%,251.77,0.00,59.32,0.00%,0
889,"CRAN",0.00%,0.00%,1.20%,1.71%,2.42%,,,,,0.10%,0.19%,87.11,0.00,10.14,0.00%,0
890,"CRAQ",0.29%,0.29%,1.17%,2.06%,2.37%,3.59%,,,,0.39%,0.14%,43.63,0.00,10.38,0.00%,0
891,"CRBG",1.84%,2.04%,21.84%,16.16%,7.38%,-7.36%,94.98%,,,2.18%,2.84%,4692.79,0.01,32.40,-0.41%,2406
892,"CRBN",0.07%,3.97%,1.86%,7.71%,12.38%,18.10%,68.37%,52.97%,169.03%,0.39%,0.61%,7.98,0.00,259.08,0.00%,0
893,"CRD-A",0.54%,14.96%,20.50%,21.86%,15.47%,15.88%,28.87%,33.92%,44.33%,5.04%,4.78%,69.28,0.00,12.99,0.00%,0
894,"CRD-B",-0.58%,15.63%,15.30%,18.27%,11.10%,9.37%,32.63%,27.79%,5.87%,6.35%,4.87%,8.05,0.00,11.91,0.00%,0
895,"CRDO",3.74%,35.25%,7.94%,109.64%,66.79%,95.55%,1433.55%,,,4.65%,7.90%,7482.74,0.13,240.00,5.96%,48007
896,"CRESY",2.57%,-1.76%,-5.01%,-3.20%,-11.40%,14.62%,82.79%,193.82%,0.09%,3.58%,3.46%,277.18,0.00,11.19,0.00%,0
897,"CRMD",2.07%,16.83%,-0.24%,14.29%,-27.77%,-40.59%,105.88%,33.55%,5.00%,3.54%,4.80%,1312.39,0.00,8.40,0.12%,148
898,"CRNX",0.18%,1.17%,130.61%,95.53%,82.26%,174.30%,396.72%,278.41%,,0.10%,0.24%,3939.74,0.00,84.84,0.00%,0
899,"CRON",10.25%,24.13%,25.00%,32.96%,34.98%,38.67%,110.06%,-45.22%,975.76%,3.76%,3.56%,1204.51,0.00,3.55,0.00%,112
900,"CRPT",19.23%,26.68%,-0.28%,10.96%,-3.53%,-31.67%,174.76%,,,4.96%,4.42%,89.17,0.00,14.48,0.00%,0
901,"CRTC",-0.30%,6.00%,4.92%,9.89%,11.39%,16.18%,,,,0.56%,0.64%,11.50,0.00,40.84,0.00%,0
902,"CRVS",2.23%,12.35%,17.20%,-19.77%,90.26%,166.36%,607.73%,562.90%,3.83%,4.74%,4.93%,1153.72,0.01,14.65,-0.54%,819
903,"CRWD",8.11%,14.71%,22.66%,115.97%,75.59%,94.76%,450.26%,191.55%,,4.95%,4.52%,10661.20,0.18,205.77,8.77%,95943
904,"CRWL",16.60%,27.58%,32.67%,268.22%,123.98%,146.96%,,,,10.11%,8.83%,151.03,0.58,69.00,17.61%,4403
905,"CSB",-0.74%,-1.00%,4.28%,5.76%,14.42%,13.11%,30.96%,13.59%,84.48%,0.47%,0.78%,10.31,0.00,67.07,0.00%,0
906,"CSEN",-1.47%,6.51%,,,4.34%,,,,,1.03%,1.30%,45.25,0.00,25.56,0.00%,0
907,"CSIO",0.86%,-0.19%,-0.48%,0.30%,14.52%,,,,,0.70%,0.54%,11.89,0.00,28.69,0.00%,0
908,"CSL",0.02%,5.18%,6.12%,-7.11%,14.34%,-6.94%,41.05%,73.00%,250.37%,2.70%,3.20%,470.59,0.00,365.72,0.00%,0
909,"CSM",-0.57%,3.16%,2.52%,11.24%,10.96%,19.25%,75.38%,70.53%,232.99%,0.31%,0.53%,6.07,0.00,88.41,0.00%,0
910,"CSNR",2.49%,10.41%,5.20%,3.82%,25.50%,39.02%,,,,0.85%,1.07%,18.28,0.00,38.75,0.00%,0
911,"CSQ",0.10%,4.62%,1.56%,8.37%,8.54%,12.59%,45.94%,12.33%,98.15%,1.07%,1.39%,201.91,0.00,20.84,0.00%,0
912,"CSRA",0.58%,,,,1.86%,,,,,0.22%,,9.25,0.00,25.61,0.00%,0
913,"CSRE",0.52%,-1.59%,1.46%,4.59%,14.33%,12.02%,,,,0.83%,1.11%,145.69,0.00,29.17,0.00%,0
914,"CSSD",0.18%,0.12%,-0.40%,-0.96%,0.42%,,,,,0.09%,0.18%,13.12,0.00,25.18,0.00%,0
